Date,Close,High,Low,Open,Volume,Daily_Return,Volatility,anom_iso,anom_db,anom_lof,anom_zscore,anom_iqr,ma_anomaly,anom_domain,Anomaly,flag_count
2022-01-05,-1.6830425262451172,29.364460942862184,27.484760703518617,28.898278208372087,498064000,-5.756219646735761,1.2802256894364616,False,False,False,False,False,False,False,False,0
2022-01-06,0.5729885101318359,28.3881686000291,27.017575277491524,27.591566578391287,454186000,2.079387757630613,1.1238491658986254,False,False,False,False,False,False,False,False,0
2022-01-07,-0.9293670654296875,28.37219917631653,27.009589286388195,28.091691414138594,409939000,-3.303990506865573,1.1945160434851145,False,False,False,False,False,False,False,False,0
2022-01-10,0.15273475646972656,27.420871001183084,25.59906785043824,26.53442639235559,594681000,0.5615401812198995,1.156760142855071,False,False,False,False,False,False,False,False,0
2022-01-11,0.4162673950195348,28.01582560455743,26.79197394465304,27.27512514321652,404089000,1.521890618766486,1.0720129721118166,False,False,False,False,False,False,False,False,0
2022-01-12,0.1816806793212855,28.544894162080126,27.559624105197184,28.017819463880876,383413000,0.6542746486346562,0.9960308799774291,False,False,False,False,False,False,False,False,0
2022-01-13,-1.4215049743652344,28.43009550115329,26.45156810766358,28.329272645820687,540171000,-5.08589638550172,1.078409895290135,False,False,False,False,False,False,False,False,0
2022-01-14,0.36635589599609375,27.149344895054742,26.164072937043017,26.253915387974256,395832000,1.380993260255936,1.0727403114265157,False,False,False,False,False,False,False,False,0
2022-01-18,-1.037179946899414,26.591323389776583,25.724844333888623,26.21398549072777,424270000,-3.8564343571940385,0.9302291488311321,False,False,False,False,False,False,False,False,0
2022-01-19,-0.8345355987548793,26.49648857505517,25.00810199719987,26.033302835009557,488315000,-3.2274273456894487,0.9819947460912147,False,False,False,False,False,False,False,False,0
2022-01-20,-0.9153881072998082,25.53418413360021,24.03581264323641,25.259666335157394,435181000,-3.6581759176443907,1.3217993928426353,False,False,False,False,False,False,False,False,0
2022-01-21,-0.7746410369873047,24.779506510314803,23.22224038640984,23.46581234564473,718958000,-3.213253254453885,1.5824555463006271,False,False,False,False,False,False,False,False,0
2022-01-24,2.8599767684936523,23.339036277599828,20.85140370666011,22.29087668971023,913982000,-0.00855047675040188,1.772770735522684,False,True,False,False,False,False,False,True,1
2022-01-25,-3.9081411361694336,22.902798318938427,21.961449923339515,22.506492708334257,664616000,-4.484021258662585,1.9947739266018367,False,False,False,False,False,False,False,False,0
2022-01-26,0.44721412658691406,24.01484384553794,22.260922687646417,23.199276047776905,755959000,2.0068050384056457,1.939558594882573,False,False,False,False,False,False,False,False,0
2022-01-27,-0.8265476226806641,23.95295475266017,21.63701845512592,23.526702932775176,573353000,-3.636037930335756,1.7860809120391596,False,False,False,False,False,False,False,False,0
2022-01-28,0.8944339752197266,22.81795018269309,21.2586866967448,21.973431793431157,543774000,4.083138989775725,1.628146324339263,False,False,False,False,False,False,False,False,0
2022-01-31,1.6431140899658203,24.466056576635847,23.01160877298067,23.141380151708606,564680000,7.206646412504458,1.2571919604930677,False,False,False,False,False,False,False,False,0
2022-02-01,0.15173721313476918,25.100945052038306,23.8481428139185,25.060016520694557,518925000,0.6207773848943221,1.049458312138417,False,False,False,False,False,False,False,False,0
2022-02-02,0.6029415130615199,25.77176630577957,24.509980980222984,25.74880779143588,543419000,2.4514966370877467,1.079476852450081,False,False,False,False,False,False,False,False,0
2022-02-03,-1.2917366027831996,25.033059761828103,23.73833338493086,24.41514489111472,410178000,-5.126391550728848,1.0681271592192827,False,False,False,False,False,False,False,False,0
2022-02-04,0.37034797668456676,24.59183252156572,23.590589811232004,23.929994184362293,354829000,1.5491817267261787,1.0976216404498678,False,False,False,False,False,False,False,False,0
2022-02-07,0.4082870483398402,25.137876398379763,24.15959396888923,24.32929617841364,376868000,1.6818279456855656,1.1502144609401947,False,False,False,False,False,False,False,False,0
2022-02-08,0.37933158874512074,25.185790867488787,23.937981150661084,24.31631676739425,410359000,1.5367089691310731,1.110036712111304,False,False,False,False,False,False,False,False,0
2022-02-09,1.5942039489746094,26.678174261074123,25.308578465248807,25.57710623910371,524282000,6.3605315888574765,1.304577335082655,False,False,False,False,False,False,False,False,0
2022-02-10,-0.8794574737548828,26.87782206679956,25.55514483417539,25.949453184069903,513200000,-3.2990118683549063,1.0466587526686157,False,False,False,False,False,False,False,False,0
2022-02-11,-1.8717155456542969,26.106176738658828,23.73134552582586,25.870590198315277,605472000,-7.26069125129759,0.8606343702979672,False,False,False,False,False,False,False,False,0
2022-02-14,0.3174419403076172,24.831412187412976,23.713373896387733,23.892061092359377,440424000,1.3278180640891257,0.8748094369644014,False,False,False,False,False,False,False,False,0
2022-02-15,2.2240962982177734,26.498485690346293,24.740571782810004,24.905281665822947,699869000,9.181193995277237,1.0061679023328427,False,False,False,False,False,False,False,False,0
2022-02-16,0.0159759521484375,26.535426670922043,25.50723063832826,26.212992641734825,732676000,0.06040383163370411,1.1065317985895482,False,False,False,False,False,False,False,False,0
2022-02-17,-1.5902109146118164,25.7398204497376,24.1226600121871,25.58509134880872,810595000,-7.5591316958516614,1.0499413178037293,False,True,True,False,False,False,False,True,2
2022-02-18,-1.2737646102905273,24.942219388593067,23.05952437299927,24.624775798711664,761255000,-3.529607687007863,1.1341595585692728,False,False,False,False,False,False,False,False,0
2022-02-22,-0.2515583038330078,24.02183501533585,22.95970014423764,22.99463866604964,633422000,-1.0658990691233772,1.2636231431976432,False,False,False,False,False,False,False,False,0
2022-02-23,-1.0012435913085938,24.11267625980038,22.26192474986699,23.76029414716043,566511000,-4.28816179311069,1.5144114115403,False,False,False,False,False,False,False,False,0
2022-02-24,1.3586158752441442,23.75829740595956,20.853396395775636,20.978177373546444,735801000,6.079424109360798,1.3770260148553057,False,False,False,False,False,False,False,False,0
2022-02-25,0.40828132629394176,24.174564129979828,23.340030496986053,23.6794348746559,528866000,1.7222417777813304,1.2938428274322267,False,False,False,False,False,False,False,False,0
2022-02-28,0.22760391235351562,24.621783791712947,23.665462181929623,23.94996266290202,477319000,0.9438400535567659,1.2878554424214252,False,False,False,False,False,False,False,False,0
2022-03-01,-0.9064121246337926,24.3342860810021,23.091466801028947,24.248436333224337,412056000,-3.723613230842393,1.3172285697763253,False,False,False,False,False,False,False,False,0
2022-03-02,0.7458171844482457,24.37038082049771,23.377954031259083,23.718414109766783,389642000,3.182375786197955,1.0630301127840045,False,False,False,False,False,False,False,False,0
2022-03-03,-0.5051975250244176,24.287512474639268,23.43186803939569,24.22361265152053,365095000,-2.089174741705513,0.6171114756310427,False,False,False,False,False,False,False,False,0
2022-03-04,-0.7767677307128871,23.64253590739631,22.4464313225243,23.347004684636605,431415000,-3.280756640360183,0.6062490100604191,False,False,False,False,False,False,False,False,0
2022-03-07,0.656457901000973,22.996556262439316,21.29624986654468,22.780896526941397,450821000,-6.906196003763121,0.9330789099733443,False,False,False,False,False,True,False,True,1
2022-03-08,-2.076206207275387,22.337605542188697,20.617331721210327,21.275289592142627,557467000,0.7587445660168113,1.1023005659991507,False,False,False,False,False,False,False,False,0
2022-03-09,1.4976234436035156,23.18326210885993,22.21180195407909,22.351579845606995,492742000,6.972187473139013,1.0688367798317322,False,False,False,False,False,False,False,False,0
2022-03-10,-0.3554363250732422,22.751945809586083,21.847379110824843,22.49535245556984,428066000,-1.5468826186776807,1.0682506669357337,False,False,False,False,False,False,False,False,0
2022-03-11,-0.557113647460934,23.10838559085381,22.011123254667755,22.98557907717529,367209000,-2.462690726201522,1.0494362956542342,False,False,False,False,False,False,False,False,0
2022-03-14,-0.7687854766845739,22.226777871939785,21.12552421994052,21.834399997336966,385354000,-3.484179147827704,1.02606294236549,False,False,False,False,False,False,False,False,0
2022-03-15,1.6403999328613281,23.001550831506428,21.28826617491752,21.483955222900324,491996000,7.702763096968579,0.9922084514066342,False,False,False,False,False,False,False,False,0
2022-03-16,1.5205936431884766,24.55808682736305,23.13534198778977,23.462822196971896,671422000,6.629535852908819,1.0451192911308866,False,False,False,False,False,False,False,False,0
2022-03-17,0.2695713043212926,24.80269615292569,23.8681780942896,24.08184022245879,471941000,1.1022144346082952,1.208376103456632,False,False,False,False,False,False,False,False,0
2022-03-18,-1.9474153518676793,26.52696376041995,24.58504137175166,24.759763731529954,730719000,6.811746151295872,1.6929925098617005,False,False,False,False,False,True,False,True,1
2022-03-21,3.9122991561889684,27.109041720804736,25.92591520481067,26.46506175452912,591727000,1.0622625892726667,1.9263095607800897,False,False,False,False,False,False,False,False,0
2022-03-22,-0.20966720581055043,27.194905714445504,26.03075015935372,26.68471261905234,547007000,-0.7855145643472783,1.9731840574397248,False,False,False,False,False,False,False,False,0
2022-03-23,-0.8885898590087891,26.569896250630556,25.53453815380786,26.0846650979012,502120000,-3.355444057218082,1.9861130517901715,False,False,False,False,False,False,False,False,0
2022-03-24,-0.43331336975097656,28.275194144251657,25.86601168572694,26.12460269441279,877379000,9.815084374098259,2.207354275375309,True,True,True,False,False,False,False,True,3
2022-03-25,2.488056182861328,28.313134317487357,27.227854178048023,27.841880951681336,579016000,-1.6269982464625743,2.1216242368568388,False,False,False,False,False,False,False,False,0
2022-03-28,0.5261688232421875,28.205307554645756,27.16295857296141,27.71208959715497,425494000,1.9030861268164445,1.7047993737776306,False,False,False,False,False,False,False,False,0
2022-03-29,0.43630981445312145,28.9002065040629,27.93573511452645,28.64960413512419,488984000,1.548606141416986,1.4520731316625612,False,False,False,False,False,False,False,False,0
2022-03-30,-0.9644718170166016,28.45091910783901,27.45949002112841,28.25922341895474,463487000,-3.3710218690661375,1.2422269347671029,False,False,False,False,False,False,False,False,0
2022-03-31,-0.40336608886718395,28.20330622061863,27.22685484159966,27.738043905197447,523440000,-1.4590293411987032,0.9487672503792437,False,False,False,False,False,False,False,False,0
