Date,Close,Volume
2022-01-03,30.06822204589844,391547000.0
2022-01-04,29.238677978515625,527154000.0
2022-01-05,27.555635452270508,498064000.0
2022-01-06,28.128623962402344,454186000.0
2022-01-07,27.199256896972656,409939000.0
2022-01-10,27.351991653442383,594681000.0
2022-01-11,27.768259048461918,404089000.0
2022-01-12,27.949939727783203,383413000.0
2022-01-13,26.52843475341797,540171000.0
2022-01-14,26.894790649414062,395832000.0
2022-01-18,25.85761070251465,424270000.0
2022-01-19,25.02307510375977,488315000.0
2022-01-20,24.10768699645996,435181000.0
2022-01-21,23.333045959472656,718958000.0
2022-01-24,23.33105087280273,913982000.0
2022-01-25,22.284881591796875,664616000.0
2022-01-26,22.73209571838379,755959000.0
2022-01-27,21.905548095703125,573353000.0
2022-01-28,22.79998207092285,543774000.0
2022-01-31,24.443096160888672,564680000.0
2022-02-01,24.59483337402344,518925000.0
2022-02-02,25.19777488708496,543419000.0
2022-02-03,23.90603828430176,410178000.0
2022-02-04,24.276386260986328,354829000.0
2022-02-07,24.68467330932617,376868000.0
2022-02-08,25.06400489807129,410359000.0
2022-02-09,26.6582088470459,524282000.0
2022-02-10,25.778751373291016,513200000.0
2022-02-11,23.90703582763672,605472000.0
2022-02-14,24.224477767944336,440424000.0
2022-02-15,26.44857406616211,699869000.0
2022-02-16,26.464550018310547,732676000.0
2022-02-17,24.464059829711918,810595000.0
2022-02-18,23.600574493408203,761255000.0
2022-02-22,23.349016189575195,633422000.0
2022-02-23,22.3477725982666,566511000.0
2022-02-24,23.706388473510746,735801000.0
2022-02-25,24.114669799804688,528866000.0
2022-02-28,24.342273712158203,477319000.0
2022-03-01,23.43586158752441,412056000.0
2022-03-02,24.181678771972656,389642000.0
2022-03-03,23.67648124694824,365095000.0
2022-03-04,22.89971351623535,431415000.0
2022-03-07,21.318214416503903,450821000.0
2022-03-08,21.479965209960938,557467000.0
2022-03-09,22.977588653564453,492742000.0
2022-03-10,22.62215232849121,428066000.0
2022-03-11,22.065038681030277,367209000.0
2022-03-14,21.296253204345703,385354000.0
2022-03-15,22.93665313720703,491996000.0
2022-03-16,24.457246780395508,671422000.0
2022-03-17,24.7268180847168,471941000.0
2022-03-18,26.41114616394043,730719000.0
2022-03-21,26.69170188903809,591727000.0
2022-03-22,26.48203468322754,547007000.0
2022-03-23,25.59344482421875,502120000.0
2022-03-24,28.1054630279541,877379000.0
2022-03-25,27.6481876373291,579016000.0
2022-03-28,28.17435646057129,425494000.0
2022-03-29,28.61066627502441,488984000.0
2022-03-30,27.64619445800781,463487000.0
2022-03-31,27.242828369140625,523440000.0
2022-04-01,26.669740676879883,517235000.0
2022-04-04,27.31671714782715,397120000.0
2022-04-05,25.88997459411621,436615000.0
2022-04-06,24.368385314941406,703833000.0
2022-04-07,24.169700622558597,557992000.0
2022-04-08,23.08242416381836,524781000.0
2022-04-11,21.882326126098636,575207000.0
2022-04-12,21.469980239868164,662258000.0
2022-04-13,22.167869567871094,516943000.0
2022-04-14,21.224369049072266,569097000.0
2022-04-18,21.748537063598636,525701000.0
2022-04-19,22.162879943847656,512781000.0
2022-04-20,21.44801139831543,468974000.0
2022-04-21,20.15106773376465,656209000.0
2022-04-22,19.48412322998047,624713000.0
2022-04-25,19.870512008666992,641566000.0
2022-04-26,18.758275985717773,653143000.0
2022-04-27,18.385866165161133,499460000.0
2022-04-28,19.75070571899414,570327000.0
2022-04-29,18.517658233642575,500435000.0
2022-05-02,19.502099990844727,572049000.0
2022-05-03,19.570985794067383,475751000.0
2022-05-04,20.301830291748047,648855000.0
2022-05-05,18.814184188842773,626331000.0
2022-05-06,18.64545440673828,633297000.0
2022-05-09,16.923181533813477,644455000.0
2022-05-10,17.567161560058594,761474000.0
2022-05-11,16.603689193725586,670167000.0
2022-05-12,16.1494083404541,708728000.0
2022-05-13,17.67798614501953,670437000.0
2022-05-16,17.2366886138916,521446000.0
2022-05-17,18.148242950439453,585830000.0
2022-05-18,16.911205291748047,545161000.0
2022-05-19,17.096908569335938,621310000.0
2022-05-20,16.66758918762207,739105000.0
2022-05-23,16.871265411376953,639889000.0
2022-05-24,16.12843894958496,588550000.0
2022-05-25,16.948144912719727,781132000.0
2022-05-26,17.822757720947266,996575000.0
2022-05-27,18.781238555908203,738379000.0
2022-05-31,18.6424617767334,664100000.0
2022-06-01,18.291017532348636,544514000.0
2022-06-02,19.561006546020508,648656000.0
2022-06-03,18.69038200378418,598779000.0
2022-06-06,18.75627899169922,422406000.0
2022-06-07,18.89605712890625,388914000.0
2022-06-08,18.6224365234375,363252000.0
2022-06-09,18.02325439453125,395574000.0
2022-06-10,16.950729370117188,465248000.0
2022-06-13,15.6255464553833,604153000.0
2022-06-14,15.814291000366213,469680000.0
2022-06-15,16.50434112548828,563936000.0
2022-06-16,15.579609870910645,545749000.0
2022-06-17,15.85822868347168,630334000.0
2022-06-21,16.54328727722168,483089000.0
2022-06-22,16.33757209777832,437135000.0
2022-06-23,16.202754974365234,463680000.0
2022-06-24,17.10251808166504,472153000.0
2022-06-27,16.845870971679688,427968000.0
2022-06-28,15.960087776184082,461149000.0
2022-06-29,15.520689964294434,482352000.0
2022-06-30,15.138216972351074,686070000.0
2022-07-01,14.50308895111084,577610000.0
2022-07-05,14.943483352661133,651397000.0
2022-07-06,15.10925579071045,529066000.0
2022-07-07,15.836257934570312,492903000.0
2022-07-08,15.816286087036133,467972000.0
2022-07-11,15.131227493286133,437321000.0
2022-07-12,15.061322212219238,458483000.0
